"productID","name","description"
"98a6d0f4-8342-4e17-a72b-56742e507c2b","SHAMPOO SUAVE KIDS 2EN1 WATERMELON 355ML","SHAMPOO SUAVE KIDS 2EN1 WATERMELON 355ML"
"586965eb-47fc-45c1-8415-e94e69025230","DESODORANTE BALANCE MEN CLINICAL PROTECTION 32G","DESODORANTE BALANCE MEN CLINICAL PROTECTION 32G"
"8d35e20b-49c1-4ddd-9df8-c1d69d1ec6ee","ALICATE PARA CUTÍCULAS CLEO ID3021 PRVDARZ CDPDT","ALICATE PARA CUTÍCULAS CLEO ID3021 PRVDARZ CDPDT"
"c09a8e8d-ff59-4561-9737-d2a1ccb0c715","AGUA VIDA7 CON GAS 590ML","AGUA VIDA7 CON GAS 590ML"
"c7f285d0-22df-4977-8a1e-e14cd0b15cc2","ARCOR BON O BON CHOCOLATE BLANCO","ARCOR BON O BON CHOCOLATE BLANCO"
"69af3f8a-bda4-45ac-aa15-728670a84f16","CERVEZA STELLA ARTOIS BOTELLA ID:11325 PRVD:BVR CD:B14647","CERVEZA STELLA ARTOIS BOTELLA ID:11325 PRVD:BVR CD:B14647"
"9913c5bb-32f3-473a-bc9f-6c1954b2f0f3","DULCE KIDSMANIA EMOJI POP 11GR","DULCE KIDSMANIA EMOJI POP 11GR"
"bced5153-f898-4cfe-bf94-4ee0303c7f55","CODORNIU ANNA ICE EDITION 750ML","CODORNIU ANNA ICE EDITION 750ML"
"bf5f96d9-50ba-4200-a5a8-374b6ffa01b0","DOVE SUPER ACONDICIONADOR 12ML","DOVE SUPER ACONDICIONADOR 12ML"
"50b5cc23-84b8-4728-b994-2d4a02ba71ec","TEQUILA PATRON AÑEJO 700 ML","TEQUILA PATRON AÑEJO 700 ML"
"380f45e6-ab04-4611-9199-377be68f1443","AGUA HATSU CON GAS ID:12553 PRVD:PTB CD:P5518","AGUA HATSU CON GAS ID:12553 PRVD:PTB CD:P5518"
"502d9526-c599-424a-9df6-5b57b390d6bd","ALOE VERA MANGO 500ML ID12524 PRVDSJ CD110751","ALOE VERA MANGO 500ML ID12524 PRVDSJ CD110751"
"64b15a6b-97b2-441b-8cb3-cb08e734fbec","DIMPLE 15 AÑOS 1LT CD 121","DIMPLE 15 AÑOS 1LT CD 121"
"79a4172c-fae0-468c-8fe1-c003f0f8e2f6","ARBOR MIST MERLOT BLACKBERRY 750ML COD: 11813","ARBOR MIST MERLOT BLACKBERRY 750ML COD: 11813"
"92704d92-7c5d-44e1-98e1-9fbc19a96182","DOVE NUTRITIVE SOLUTIONS, RECONSTRUCCIÓN COMPLETA 400 ML","DOVE NUTRITIVE SOLUTIONS, RECONSTRUCCIÓN COMPLETA 400 ML"
"22f13fdf-0fbb-474d-8c79-7a82c8280fca","CAFÉ JUAN VALDEZ SOLUBLE LIOFILIZADO - MUJERES CAFETERAS 95GR","CAFÉ JUAN VALDEZ SOLUBLE LIOFILIZADO - MUJERES CAFETERAS 95GR"
"6aedbcde-a76e-4017-adb8-37d1ecc2be4b","EL FORTÍN LOMITOS ATÚN EN AGUA","EL FORTÍN LOMITOS ATÚN EN AGUA"
"e957053e-a29f-4736-83e4-a3854ef12f0c","CRECE PELO ID:605","CRECE PELO ID:605"
"5cf3430e-d898-4e76-a483-a544c2627df5","CANDYRIFIC PAW PATROL CANDY CASE 10G","CANDYRIFIC PAW PATROL CANDY CASE 10G"
"e403a580-bc05-4e38-9893-17521a971b57","AGUARDIENTE ANTIOQUEÑO 750ML TAPA ROJA","AGUARDIENTE ANTIOQUEÑO 750ML TAPA ROJA"
"90ab7bf3-a006-4a7b-b6e9-292d0f785033","BON YURT ZUCARITAS 170G ID:4341","BON YURT ZUCARITAS 170G ID:4341"
"c45fa45d-3984-4690-b563-7a38ac168eb2","CACHAÇA JAMEL 1LT","CACHAÇA JAMEL 1LT"
"cfe54995-1007-4f50-bc4b-5584b2e1b31f","CERVEZA CORONA EXTRA LATA 330 ML","CERVEZA CORONA EXTRA LATA 330 ML"
"faf2c190-2b3a-4a35-bca9-9836b1d1d681","COSMOPOLITAN DIVA SPARKLING 750ML","COSMOPOLITAN DIVA SPARKLING 750ML"
"7f9c637f-6068-4f34-b9ee-0e57823c24be","AI GALLI PINOT BIANCO VENETO 750ML","AI GALLI PINOT BIANCO VENETO 750ML"
"88fa7e78-cb98-4f1b-81da-e95078d79526","SHAMPOO JOHNSON BABY 100ML","SHAMPOO JOHNSON BABY 100ML"
"e3944915-1187-479d-96d5-ea182acd243b","AGUARDIENTE ANTIOQUEÑO 750 ML","AGUARDIENTE ANTIOQUEÑO 750 ML"
"191c68fa-689c-4056-b629-885d6c6ab3bd","CHOCOLATINA JET 12 GR","CHOCOLATINA JET 12 GR"
"8bcf4bec-e41f-4342-a869-12065d3352f0","FAB LOZA MÁX LÍQUIDOS ID:6203","FAB LOZA MÁX LÍQUIDOS ID:6203"
"d8054202-f94c-4cd2-9898-3d429ec20e5d","BLEND SEVEN 200 ML","BLEND SEVEN 200 ML"
"6d73a4b1-bbad-4b3e-9093-915ce8320218","COLONIA PMB BABY COLONENSE ID:10490","COLONIA PMB BABY COLONENSE ID:10490"
"b1c59086-eba4-450e-8805-d1eee55f89a0","DESODORANTE BALANCE NORMAL EN CREMA SACHET 8 GR","DESODORANTE BALANCE NORMAL EN CREMA SACHET 8 GR"
"0004df30-c2c5-4dea-a28b-2d9513af8577","ALPINETTE MARACUYÁ 140G ID:12868","ALPINETTE MARACUYÁ 140G ID:12868"
"91f83683-9995-482d-b375-fcfe046217d9","BRACHS NIPS BUTTER RUM 92G","BRACHS NIPS BUTTER RUM 92G"
"bfe6d426-f752-4dd9-8d0a-c5e84fb0f060","BLEND SEVEN","BLEND SEVEN"
"b43f673a-cf07-4999-bd0d-88bfb2d90d7c","ELVAN CUBE WAFERS VAINILLA 200G","ELVAN CUBE WAFERS VAINILLA 200G"
"684d98fb-9aca-459b-9498-5523ea2766ad","CHOCO LYNE, CLAVOS Y CANELA SIN AZÚCAR, 120G, CD 6130","CHOCO LYNE, CLAVOS Y CANELA SIN AZÚCAR, 120G, CD 6130"
"23c21151-d6d4-49ba-a334-476e2f8b1f8a","SUAVIZANTE DERSA MANZANA DURAZNO 200ML","SUAVIZANTE DERSA MANZANA DURAZNO 200ML"
"0141187a-bcf9-425c-a31e-992c9e802a81","TEQUILA REPOSADO OLMECA 1LT","TEQUILA REPOSADO OLMECA 1LT"
"ab9a0aa2-0c33-4c90-a61a-cfd0933394ea","DESODORANTE REXONA BAMBOO & ALOE VERA 50ML","DESODORANTE REXONA BAMBOO & ALOE VERA 50ML"
"5c6d8332-23c1-469f-bf9b-59177c2a2a1e","DESODORANTE SUPER JACKY ROLL-ON 75 GR","DESODORANTE SUPER JACKY ROLL-ON 75 GR"
"af5f817e-6e62-48a2-8ab4-2d8c5494ae7c","CROWLEYS RARE RESERVE 700CL CD 6243","CROWLEYS RARE RESERVE 700CL CD 6243"
"c8bea75b-4890-4311-ab57-6828b2455d0f","FELIPE II 750ML BRANDY ID:1054 PRVD:PRNL CD:34577","FELIPE II 750ML BRANDY ID:1054 PRVD:PRNL CD:34577"
"6f97c77a-d82b-4079-a8bf-434c76c70d39","TANGA BLOQUEADOR DE 60 150ML CD 5085","TANGA BLOQUEADOR DE 60 150ML CD 5085"
"2f345b98-c228-4860-b0ba-496cfc3b06ba","FRUCTIS SHAMPOO ID:2168","FRUCTIS SHAMPOO ID:2168"
"7d62ccb3-c44c-43b1-a4ac-87de2401f853","DULCES DELI TRUFFLE MINI CORAZON 33GR","DULCES DELI TRUFFLE MINI CORAZON 33GR"
"bf9d2d41-b742-45a2-8e8a-1a4ef34987a2","BALDE GRANDE CON PALAS GRANDES","BALDE GRANDE CON PALAS GRANDES"
"919481aa-b8a8-4b2f-8439-15b705038f9d","CHOCOLATE SANTANDER MORA SILVESTRE 65G","CHOCOLATE SANTANDER MORA SILVESTRE 65G"
"3a443e10-e4b3-4cb6-9940-6a32dd705f82","SODA POP ID : 4211","SODA POP ID : 4211"
"7dc1eede-6f17-4dd3-869e-0f80c5f3989e","CHICLE EN BARRA SUPER HIPER ACIDO ACIDÒMETRO RELLENO DE POLVO ÀCIDO22GR","CHICLE EN BARRA SUPER HIPER ACIDO ACIDÒMETRO RELLENO DE POLVO ÀCIDO22GR"
"ba0f901e-7609-47b1-a405-0fcf20f9ae48","CERVEZA STELLA ARTOIS 269 ML","CERVEZA STELLA ARTOIS 269 ML"
"95ad676a-4d7d-4a13-9f4d-07e649c6252b","DESODORANTE BABARIA MEN BLACK GOLD 48 HORAS 200 ML","DESODORANTE BABARIA MEN BLACK GOLD 48 HORAS 200 ML"
"1a2af34b-f3c0-463c-a2ef-e4238accdd2f","BALLANT 21 AÑOS 700ML 11322","BALLANT 21 AÑOS 700ML 11322"
"905adbbf-af47-47e3-881a-8deae2201cce","CREMA PARA PEINAR HEAD&SHOULDERS HIDRATACIÓN ACEITE DE COCO 16ML","CREMA PARA PEINAR HEAD&SHOULDERS HIDRATACIÓN ACEITE DE COCO 16ML"
"2a30a7dc-ba6e-44dc-8de6-2d4ce070d529","ACONDICIONADOR SAVITAL SERÙM DE AMINOÀCIDOS Y SÀBILA 100 ML","ACONDICIONADOR SAVITAL SERÙM DE AMINOÀCIDOS Y SÀBILA 100 ML"
"b1e1af63-4dfc-4fd1-8518-9e454521274a","AGUA DE COLONIA YERBA BUENA 206.2ML","AGUA DE COLONIA YERBA BUENA 206.2ML"
"22612fc5-fdf8-4e88-9ba8-b78bb92cd9ac","ACONDICIONADOR SAVITAL FUSIÒN PROTEINAS Y SÀBILA 100 ML","ACONDICIONADOR SAVITAL FUSIÒN PROTEINAS Y SÀBILA 100 ML"
"703386a7-c795-42ea-b937-0104fc482ee1","FLIZ CANDY TWISTED LIP POPS 23G","FLIZ CANDY TWISTED LIP POPS 23G"
"ac4561b6-19e6-4cb6-98a0-f77c6baec29f","SUAVE ESSENTIALES, TROPICAL COCONUT, 30 FL. OZ. (887 ML) CD 2457","SUAVE ESSENTIALES, TROPICAL COCONUT, 30 FL. OZ. (887 ML) CD 2457"
"cbb933d1-6db4-4d68-be17-e61861450c52","CEREALES BAGLEY CON ARROZ 181G CD 12366","CEREALES BAGLEY CON ARROZ 181G CD 12366"
"18560dcd-22d2-4156-80a1-34f02e5132af","BASE PARA COCTELES MARIE BRIZARD L'ORIGINALE ANISETTE 1L","BASE PARA COCTELES MARIE BRIZARD L'ORIGINALE ANISETTE 1L"
"f8863b8b-8319-425d-af9a-68bbc94d7adb","DELI TRUFFLE BEAR OSO 55G CHOCOLATE","DELI TRUFFLE BEAR OSO 55G CHOCOLATE"
"51f3cdc4-b335-4886-9046-18959be5bfc2","FLOTADOR","FLOTADOR"
"2c6d5475-a0e8-42c8-8639-285a25307138","DULCE DE LECHE CON QUESO U. 180G COD12667","DULCE DE LECHE CON QUESO U. 180G COD12667"
"40ba61d3-83a0-439e-bcb7-b058e6695e75","AGUA BLU SUPREME 600ML","AGUA BLU SUPREME 600ML"
"3c20593b-ee24-4c42-8174-c038b2f35e00","CIRUELAS PASAS, 100G, CD 12363","CIRUELAS PASAS, 100G, CD 12363"
"c14bc25d-f4ef-45f9-9b75-02c441ed621d","BORDES GIN 700ML","BORDES GIN 700ML"
"bd3d1f7a-b5ce-4d13-9769-fea3db8437a2","CROSTI TOMATE","CROSTI TOMATE"
"0824ac07-1858-44ad-bc09-99a68c572af4","SUN PRO TONO INTENSO Y DURADERO BRONCEADOR PROTECTOR CORPORAL EN ACEITE 30 FPS 220 ML","SUN PRO TONO INTENSO Y DURADERO BRONCEADOR PROTECTOR CORPORAL EN ACEITE 30 FPS 220 ML"
"4eccf14e-79fd-4132-a221-9e72dd7af163","CALYPSO-COLECCION DE PERLAS/BLANCO","CALYPSO-COLECCION DE PERLAS/BLANCO"
"24a7b9c5-b711-433f-b536-a7ab244787db","DESODORANTE SAVITAL","DESODORANTE SAVITAL"
"fabf202a-6c9f-4215-8e4c-18077a4002f8","FLORBU GALLETA WAFFER 0% AZUCARES 150G","FLORBU GALLETA WAFFER 0% AZUCARES 150G"
"d28e867b-d8a5-4411-90d1-c800224eeb93","CHESTERFIELD BLUE BOSTON","CHESTERFIELD BLUE BOSTON"
"4c1d1d92-c3dc-4da3-8f49-b3742bb994f7","CARAMELOS KRAFT","CARAMELOS KRAFT"
"7913869f-b6aa-4dea-bf17-5e3a0cb1d019","COLGATE TRIPLE ACCIÓN 50ML","COLGATE TRIPLE ACCIÓN 50ML"
"70ca1822-f7d9-40d2-89fe-48b56462ac8f","CHEETOS TRISSITOS 34G","CHEETOS TRISSITOS 34G"
"bea12058-9e42-4338-af0d-de2e9de32d88","ELVIVE ACONDICIONADOR REPARADOR TOTAL 200ML","ELVIVE ACONDICIONADOR REPARADOR TOTAL 200ML"
"91fae64e-31a3-4ea3-861b-7bad857ec4cb","ARCOR BON O BON CHOCOLATE SURTIDO","ARCOR BON O BON CHOCOLATE SURTIDO"
"f21ec3b7-7d25-44c1-809a-b726fe2ade92","ECONOLITRO UVA 12996","ECONOLITRO UVA 12996"
"ecf0260b-10a5-49cb-9bc6-b39df331c081","BRETAÑA 300ML CD 7657","BRETAÑA 300ML CD 7657"
"e8272fd2-8ab5-47c5-b85f-e8b359d07969","BAILEYS ESPRESSO CRÈME - THE ORIGINAL IRISH CREAM 750ML","BAILEYS ESPRESSO CRÈME - THE ORIGINAL IRISH CREAM 750ML"
"93ce2321-36f3-41ad-adba-36dca612d91a","CANTINA BOTELLA","CANTINA BOTELLA"
"1b8cd1ad-5be9-4baa-baf5-62d7c002974f","AVENA DON PANCHO HOJUELA","AVENA DON PANCHO HOJUELA"
"caf4488d-1e14-44bc-8e06-1b2936eb9ea0","ALPINA YOGO YOGO FRESA 185 ML","ALPINA YOGO YOGO FRESA 185 ML"
"b08c4d96-9093-41be-92be-65a174019610","AUSTRALIA GOLD, HIDRATING SPRAY OÍL (CARROT OÍL, CRUELTY FREE, OXYBENZONE FREE), WATER RESISTANT (80 MINUTES), BROAD SPECTRUM SPF 4 POR 8 FL OZ (237 M","AUSTRALIA GOLD, HIDRATING SPRAY OÍL (CARROT OÍL, CRUELTY FREE, OXYBENZONE FREE), WATER RESISTANT (80 MINUTES), BROAD SPECTRUM SPF 4 POR 8 FL OZ (237 M"
"fdc3c828-3359-4a7d-84e2-3071043c0df4","COLGATE TRIPLE ACCIÓN, MENTA ORIGINA, 75ML, (CM3), CD 11713","COLGATE TRIPLE ACCIÓN, MENTA ORIGINA, 75ML, (CM3), CD 11713"
"c01e06de-41b0-4edf-9a00-ec8e6f85e85c","DULCES LOS DELICIOS ANILLO DE LUZ 8GR","DULCES LOS DELICIOS ANILLO DE LUZ 8GR"
"067cea22-446c-4fec-ac33-c207907ef1d4","AGRADO AGUA SOLAR INVISIBLE 50SPF 200ML","AGRADO AGUA SOLAR INVISIBLE 50SPF 200ML"
"c26f7fc7-10c9-4759-ad47-ecebf81a88f7","BRANDY NAPOLEON COURONNIER 700ML ID:12682","BRANDY NAPOLEON COURONNIER 700ML ID:12682"
"9e5787bc-6b1a-4a6a-9cab-04f22a165784","COLCAFE DESCAFEINADO","COLCAFE DESCAFEINADO"
"be2fad01-5c0a-46b6-b894-27a3c55d4caa","AGUA CRISTAL 600ML","AGUA CRISTAL 600ML"
"78ef2210-b616-4554-b202-c5afa0b161d9","BASE DE COCTELES BARDINET CRÈME CASSIS DE DIJON 700ML","BASE DE COCTELES BARDINET CRÈME CASSIS DE DIJON 700ML"
"b769673c-3d49-475b-90a4-8233f43acdd6","CAFÉ CASA CAFE 200DOCE 1810-2022 EMPAQUE AZUL 250GR","CAFÉ CASA CAFE 200DOCE 1810-2022 EMPAQUE AZUL 250GR"
"2a6ade7b-853e-4b0b-9353-abf8a4c8dfe2","CANDYRIFIC DISNEY EVERYDAY MINI BACKPACK 8G","CANDYRIFIC DISNEY EVERYDAY MINI BACKPACK 8G"
"74a2133a-7cc2-47c2-a9ac-7433a82cbcfc","ELVAN QUADRO BAG MIX 1000 GR","ELVAN QUADRO BAG MIX 1000 GR"
"7c76a78c-8217-40c1-957c-1c1d509a569b","COLMAN'S VINAGRE BLANCO 500CC COD:12907","COLMAN'S VINAGRE BLANCO 500CC COD:12907"
"7fbda0e6-1a32-4e4e-a560-889de83a0128","DROPS SABOR A LIMON","DROPS SABOR A LIMON"
"0474693a-fc3a-4404-ab04-d7454317149b","DOVE NUTRITIVE SOLUTIONS, CONTROL CAÍDA, 4P0 ML, CD 11134","DOVE NUTRITIVE SOLUTIONS, CONTROL CAÍDA, 4P0 ML, CD 11134"
"8972b566-7deb-4581-9657-e30c6fd35045","ALKA-SELTZER ORIGINAL 14UND.","ALKA-SELTZER ORIGINAL 14UND."
"48801397-5bf2-40f9-a935-dfb0adc3bed8","THE GLENLIVET - CAPTAIN'S RESERVE 700ML CD 11620","THE GLENLIVET - CAPTAIN'S RESERVE 700ML CD 11620"
"cfca5301-8f11-42ad-bfc2-11b3e0d23c87","ALL PURPOSE CLEANER 340G","ALL PURPOSE CLEANER 340G"
"6cefcafe-d94e-4634-8067-90c82468c2d9","GAFA HYDRO SWIM 11662","GAFA HYDRO SWIM 11662"
"6acbd515-649f-4445-a6c9-b0a8c3ad32d0","DULCES BUBBLE MANIA BUBBLE BLASTER CHICLES 36GR","DULCES BUBBLE MANIA BUBBLE BLASTER CHICLES 36GR"
"e327d8ac-1c21-4166-b4e8-7261225e89dc","CROSTI OLIVE","CROSTI OLIVE"
"efdb38f5-fd68-434b-a39b-7bea990be47e","RON CORTEZ BLANCO 1 LITRO","RON CORTEZ BLANCO 1 LITRO"
"54936cba-1ff8-4a8d-b248-438d9dc91cb9","CERVEZA MONASTERE BLOND 330 ML","CERVEZA MONASTERE BLOND 330 ML"
"df012208-1f63-423f-ac86-2358ff33d7a5","WELCH'S CRANBERRY 473ML 3982","WELCH'S CRANBERRY 473ML 3982"
"b60c5009-5385-4aaf-a033-881d1fab14a8","ENJUAGUE BUCAL LISTERINE CONTROL CALCULO- MENTA SUAVE 180ML","ENJUAGUE BUCAL LISTERINE CONTROL CALCULO- MENTA SUAVE 180ML"
"a49856ea-0f54-4b3c-92bd-eb56842bd844","CARETA INTEX SOLA - AQUA FLOW PLAY","CARETA INTEX SOLA - AQUA FLOW PLAY"
"f3d4818d-8ec6-477b-ab35-fb71c9f98753","DOVE BABY 400ML","DOVE BABY 400ML"
"cb14ab8f-b906-4660-9d7b-2d619ec3e778","FRIZZ, SABOR A: LIMÓN 370ML, CD 11799","FRIZZ, SABOR A: LIMÓN 370ML, CD 11799"
"e35cda4c-b12c-4fde-842f-d44bb1aa345e","EMBARÈ CARAMELO LECHE CONDENSADA 150 GR","EMBARÈ CARAMELO LECHE CONDENSADA 150 GR"
"1370db69-d91d-4320-aa0d-48901f8fe026","DESODORANTE SKALA INVISIBLE 60 ML","DESODORANTE SKALA INVISIBLE 60 ML"
"edaff3fb-f8c5-4b11-b436-c2fc2a9613d8","ANTITRANSPIRANTE AVON COOL CONFIDENCE ORIGINAL SCENT 75ML","ANTITRANSPIRANTE AVON COOL CONFIDENCE ORIGINAL SCENT 75ML"
"9a39b393-2a1d-433f-a658-3e934b6f423f","FESTIVAL CHOCK 40G","FESTIVAL CHOCK 40G"
"4d53db12-49a0-4685-833e-d631b347f8d4","BARDINET NEGRITA RON 1LT","BARDINET NEGRITA RON 1LT"
"b2023836-da45-40a9-ab66-b8a1fc892619","AGUA TONICA SCHWEPPES 300ML","AGUA TONICA SCHWEPPES 300ML"
"4b97d46b-997e-4ea9-9d50-c96d543838ac","CALIMA LA TRIBU PARRILLADA BBQ 150G","CALIMA LA TRIBU PARRILLADA BBQ 150G"
"4602ca69-aea7-4053-a790-0debc260a714","CAMELINHO MORANGO 11390","CAMELINHO MORANGO 11390"
"44af3e75-50f7-44bb-87cd-cdbdad47215d","AGUA SWEET WATER 600ML","AGUA SWEET WATER 600ML"
"b9be33ef-88ef-4f11-a3eb-a80ead19d35e","SHERIDAN'S 750ML 863","SHERIDAN'S 750ML 863"
"0747b634-bfe1-4c77-94fa-85fe9548d893","DORITOS 180G","DORITOS 180G"
"5cd49edd-195f-4d71-b8bf-f6f50e612207","CREMA DE RON VIEJO DE CALDAS 700ML","CREMA DE RON VIEJO DE CALDAS 700ML"
"4f0d4449-cd86-4625-a0f4-39f95d8f8a03","CAFÉ JUAN VALDEZ SOLUBLE LIOFILIZADO - CHOCOLATE 95GR","CAFÉ JUAN VALDEZ SOLUBLE LIOFILIZADO - CHOCOLATE 95GR"
"6ae35932-4b15-4d9c-ba94-8ed4379a6033","BRISA AGUA LIMÓN 11809","BRISA AGUA LIMÓN 11809"
"8cc87571-393e-4da1-b907-cfdd763968a9","BLOQUEADOR SOLAR TANGA 50SPF+ SPRAY 175ML","BLOQUEADOR SOLAR TANGA 50SPF+ SPRAY 175ML"
"64d7bfc9-daa5-49da-bcd7-ff4f29dc81a8","FLORBÙ GALLETA WAFER CHOCOLATE SIN AZUCAR 150 GR","FLORBÙ GALLETA WAFER CHOCOLATE SIN AZUCAR 150 GR"
"88364d34-a49e-41df-bd82-6044a18e120a","ALIMENTO PARA PERROS DOGOURMET CACHORROS CARNE, CEREALES Y LECHE DESLACTOSADA 350G","ALIMENTO PARA PERROS DOGOURMET CACHORROS CARNE, CEREALES Y LECHE DESLACTOSADA 350G"
"eb091096-a415-41eb-8cc7-b67601426e4f","DOG CHOW CACHORROS MEDIANOS Y GRANDES 475 GR","DOG CHOW CACHORROS MEDIANOS Y GRANDES 475 GR"
"a9be454d-4d17-4716-b216-a80cea9ebc41","COOKIES IN AMERICANA STYLE 135G","COOKIES IN AMERICANA STYLE 135G"
"5b9e2256-005f-4f9d-ad65-a6489836161e","ANDRES ROSÈ VINO ROSADO ESPUMANTE 750ML","ANDRES ROSÈ VINO ROSADO ESPUMANTE 750ML"
"74ca2b3e-7b17-43b4-b1e9-1e122437ef0f","DETODITO MIX 45G","DETODITO MIX 45G"
"f9c4b75e-59f9-4a32-b21a-1a4376ac10a7","EMBARÈ BITES CARAMELO LECHE CONDENSADA 420 GR","EMBARÈ BITES CARAMELO LECHE CONDENSADA 420 GR"
"c9c1a993-5f2f-43df-9496-98671a9b5b95","SUNNY AND HONEY MIEL DE ABEJAS CON HIJUELAS DE AJI 300ML","SUNNY AND HONEY MIEL DE ABEJAS CON HIJUELAS DE AJI 300ML"
"5f87a54a-b593-4b00-a279-81a0293b7fa7","THE BOTANIST ISLAY DRY GIN 22 700ML","THE BOTANIST ISLAY DRY GIN 22 700ML"
"1e8944e9-3e3c-4677-9350-338306889bf1","ARDEN FOR MEN ORIGINAL 135G","ARDEN FOR MEN ORIGINAL 135G"
"a8d6dc47-0cd3-4478-89ae-f39df0cc6574","BALDE MEDIANO PARA PLAYA","BALDE MEDIANO PARA PLAYA"
"f9751ebb-3f4a-4419-a6fb-957069ec1954","ACEITE JOHNSON ANTES DE DORMIR 100ML","ACEITE JOHNSON ANTES DE DORMIR 100ML"
"1d84f9ec-430a-4375-83ab-356fcebbdc06","ALMENDRA FRANCESA CANDY COVERED ALMOND 135G","ALMENDRA FRANCESA CANDY COVERED ALMOND 135G"
"91ecf701-86af-4577-9792-784dcd6c4577","CERVEZA RED STRIPE 330ML BOTELLA","CERVEZA RED STRIPE 330ML BOTELLA"
"981b64da-7712-4737-b5b2-cedbd996c9d4","ALIWEN CABERNET SAUVIGNON 750ML","ALIWEN CABERNET SAUVIGNON 750ML"
"f6ff32af-0a09-4928-9f0f-58dc186d61f3","CIGARRILLO MARLBORO SUMMER FUSION VISTA X10 UNIDADES","CIGARRILLO MARLBORO SUMMER FUSION VISTA X10 UNIDADES"
"3bca66cd-8f39-4e78-8cc4-9565dfcdeea5","ASPIRINA","ASPIRINA"
"14e1ac81-6f2d-47b3-a23a-31d82938cf14","CREMA DE CALÈNDULA 30 GR","CREMA DE CALÈNDULA 30 GR"
"360453dd-6d51-479e-8a94-08042464beb7","SUAVIZANTE DERSA MANZANA DURAZNO 450ML","SUAVIZANTE DERSA MANZANA DURAZNO 450ML"
"59820f06-0e29-4cb9-b542-435639f164ad","BABY LOTION HYPOALLERGENIC PARABEN FREE, BABY SOFT SCENT 12 FL OZ (355 ML) CD 1230","BABY LOTION HYPOALLERGENIC PARABEN FREE, BABY SOFT SCENT 12 FL OZ (355 ML) CD 1230"
"1ae6e0ba-fe60-4182-acb5-18c91f0b8831","SHAMPOO DOVE ÓLEO NUTRICIÓN 400ML CD11122","SHAMPOO DOVE ÓLEO NUTRICIÓN 400ML CD11122"
"5d4ff848-babc-409d-b932-ec56441cebe0","FLOTADOR REDONDO AMARILLO INTEX","FLOTADOR REDONDO AMARILLO INTEX"
"0a95de18-dd96-4937-98fe-8b5af9d94bc4","FLEX VITAMINS PROTEIN ID:3032","FLEX VITAMINS PROTEIN ID:3032"
"7c4af059-00f6-4b61-80f5-080bb51d2b68","CARETA PRO DIVER NIÑO","CARETA PRO DIVER NIÑO"
"203f0c1e-a534-4d27-931b-a759844e6fac","CARETA MASK SNORKEL","CARETA MASK SNORKEL"
"626548d2-ec34-424e-a216-ab5e11ebee30","DOG SHOW ADULT CARNE 100G","DOG SHOW ADULT CARNE 100G"
"721c2564-329d-4037-a470-bd6da5e923d5","ALMIPRO PASTA AL AGUA 180G","ALMIPRO PASTA AL AGUA 180G"
"135d0cbc-7f65-49dd-b58c-8d016aad25e4","ARRURRÙ TOALLITAS HÙMEDAS EXTRA ACOLCHADITAS SIN ALCOHOL 10 UNIDADES","ARRURRÙ TOALLITAS HÙMEDAS EXTRA ACOLCHADITAS SIN ALCOHOL 10 UNIDADES"
"1e5c9bcc-9376-40ae-9ac4-64d5a47f3320","SUAVE PROFESSIONALS CONDITIONER 828ML","SUAVE PROFESSIONALS CONDITIONER 828ML"
"997cdfb2-e436-44f9-9ca5-9799ccb180da","CERVEZA MILLER LITE LATA 330ML","CERVEZA MILLER LITE LATA 330ML"
"6f7cce2f-d791-4216-8407-6f7dcf96c8d0","CHICKEN LUNCHEON MEAT 340G","CHICKEN LUNCHEON MEAT 340G"
"fe1b9f91-961a-450c-abad-662efa13a0ab","CREMA PARA PEINAR SAVITAL SERÙM DE AMINOÀCIDOS Y SÀBILA 95 ML","CREMA PARA PEINAR SAVITAL SERÙM DE AMINOÀCIDOS Y SÀBILA 95 ML"
"9f175d68-3597-4259-a72a-d823df1cab40","CREMA DE WHISKY AMARULA VAINILLA SPICE 1 LITRO","CREMA DE WHISKY AMARULA VAINILLA SPICE 1 LITRO"
"31034e16-df7d-40d1-b85e-9bf33b5c20db","FESTIVAL CHIPS 40G CD 12463","FESTIVAL CHIPS 40G CD 12463"
"1b824e2d-3bcb-4432-83ec-c8a25b94d4c8","FLOTADOR DE BRAZO INTEX","FLOTADOR DE BRAZO INTEX"
"e9213c61-ddc8-4e8d-aca5-0c33a72087b0","CRAYÓN FRESA ID 12943","CRAYÓN FRESA ID 12943"
"784d9cd4-3eca-47ab-8cd8-cb6f4ea9a039","FIREBALL CINNAMON WHISKY 1 LITRO","FIREBALL CINNAMON WHISKY 1 LITRO"
"656f0263-e5bd-47e5-b1d5-c7d6e017bf4c","DR LOOK PATA Y LENGUA ÁCIDA 40G ID:12924","DR LOOK PATA Y LENGUA ÁCIDA 40G ID:12924"
"da2b1c4e-a263-46bd-a17d-4892b150e634","COLOR OASIS CONDITIONER ID:1948","COLOR OASIS CONDITIONER ID:1948"
"94403364-66ea-47f8-93a6-2571ea9738ed","CASA CAFE 200 DOCE250 GR","CASA CAFE 200 DOCE250 GR"
"af932d47-5946-4455-a98b-973bc0eefe7f","FRIZZ LULO 370ML","FRIZZ LULO 370ML"
